instancias/instancia26.txt_3_currentGA	instancias/instancia26.txt_3_bestGA	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.09539e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.04832e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.0672e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.06624e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.08244e+06	5.75721e+06	
6.14795e+06	5.75721e+06	
6.06992e+06	5.75721e+06	
6.08646e+06	5.75721e+06	
6.08646e+06	5.75721e+06	
6.08646e+06	5.75721e+06	
6.08646e+06	5.75721e+06	
6.08646e+06	5.75721e+06	
6.06272e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.18041e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.09838e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.08799e+06	5.75721e+06	
6.2592e+06	5.75721e+06	
6.2592e+06	5.75721e+06	
6.2592e+06	5.75721e+06	
6.2592e+06	5.75721e+06	
6.26248e+06	5.75721e+06	
6.29868e+06	5.75721e+06	
6.30099e+06	5.75721e+06	
6.30831e+06	5.75721e+06	
6.30257e+06	5.75721e+06	
6.30257e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.20547e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.24901e+06	5.75721e+06	
6.27869e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.01258e+06	5.75721e+06	
5.9315e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00309e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
6.00067e+06	5.75721e+06	
5.99266e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.92233e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.98966e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.99999e+06	5.75721e+06	
5.99999e+06	5.75721e+06	
6.03631e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
6.13895e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97609e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.97346e+06	5.75721e+06	
5.97346e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.91185e+06	5.75721e+06	
5.97929e+06	5.75721e+06	
5.9737e+06	5.75721e+06	
5.97346e+06	5.75721e+06	
5.97346e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
5.98413e+06	5.75721e+06	
6.21016e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.05996e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.03492e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.0575e+06	5.75721e+06	
6.09525e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.06746e+06	5.75721e+06	
6.01205e+06	5.75721e+06	
6.01205e+06	5.75721e+06	
6.01205e+06	5.75721e+06	
6.01205e+06	5.75721e+06	
6.01205e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.02711e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
6.01478e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.96832e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.96699e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
6.01827e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.96747e+06	5.75721e+06	
5.97573e+06	5.75721e+06	
5.97633e+06	5.75721e+06	
5.9962e+06	5.75721e+06	
5.9962e+06	5.75721e+06	
6.03739e+06	5.75721e+06	
5.99625e+06	5.75721e+06	
5.99625e+06	5.75721e+06	
5.99841e+06	5.75721e+06	
5.9189e+06	5.75721e+06	
5.9189e+06	5.75721e+06	
5.9189e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.8861e+06	5.75721e+06	
6.17899e+06	5.75721e+06	
5.89157e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.8733e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91493e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.91499e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.86709e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.86595e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.8738e+06	5.75721e+06	
5.95464e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.97447e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.89027e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.9034e+06	5.75721e+06	
5.84459e+06	5.75721e+06	
5.86643e+06	5.75721e+06	
5.94827e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.93379e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.94103e+06	5.75721e+06	
5.94442e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.91692e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.93872e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.94103e+06	5.75721e+06	
5.93944e+06	5.75721e+06	
5.88509e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
5.9363e+06	5.75721e+06	
6.057e+06	5.75721e+06	
6.057e+06	5.75721e+06	
6.057e+06	5.75721e+06	
6.057e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
5.77733e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.10885e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.16475e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.09571e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.11849e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10068e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.11401e+06	5.75721e+06	
6.10208e+06	5.75721e+06	
6.18794e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.06655e+06	5.75721e+06	
6.15217e+06	5.75721e+06	
6.1541e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08388e+06	5.75721e+06	
6.10075e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.08441e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.18076e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
5.93608e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
5.9264e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10702e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.12477e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.10855e+06	5.75721e+06	
6.09106e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.10081e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.06227e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.06457e+06	5.75721e+06	
6.04499e+06	5.75721e+06	
6.08279e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.08315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.14814e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.15315e+06	5.75721e+06	
6.14372e+06	5.75721e+06	
6.14372e+06	5.75721e+06	
6.14372e+06	5.75721e+06	
6.14372e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
6.15443e+06	5.75721e+06	
5.93425e+06	5.75721e+06	
5.93425e+06	5.75721e+06	
5.93425e+06	5.75721e+06	
5.93425e+06	5.75721e+06	
5.93619e+06	5.75721e+06	
5.93619e+06	5.75721e+06	
5.93619e+06	5.75721e+06	
5.93619e+06	5.75721e+06	
5.88777e+06	5.75721e+06	
5.93619e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.01884e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.07521e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
6.04694e+06	5.75721e+06	
