instancia26.txt_2_best	instancia26.txt_2_current	
5.79516e+06	6.00001e+06	
5.79516e+06	6.11929e+06	
5.79516e+06	6.00335e+06	
5.79516e+06	6.19479e+06	
5.79516e+06	6.02026e+06	
5.79516e+06	6.11879e+06	
5.79516e+06	6.1051e+06	
5.79516e+06	6.0453e+06	
5.79516e+06	6.14282e+06	
5.79516e+06	6.02765e+06	
5.79405e+06	6.13516e+06	
5.79405e+06	6.15951e+06	
5.79405e+06	6.13979e+06	
5.79405e+06	6.02573e+06	
5.79405e+06	6.04785e+06	
5.79405e+06	6.03691e+06	
5.79405e+06	6.1112e+06	
5.79405e+06	6.04885e+06	
5.79147e+06	6.05532e+06	
5.79147e+06	6.06864e+06	
5.79147e+06	6.11227e+06	
5.79147e+06	6.08457e+06	
5.79147e+06	6.06812e+06	
5.79147e+06	6.03258e+06	
5.79147e+06	6.08387e+06	
5.79147e+06	6.09295e+06	
5.79147e+06	6.08999e+06	
5.79147e+06	6.14249e+06	
5.79147e+06	6.07012e+06	
5.79147e+06	6.28326e+06	
5.79147e+06	6.2215e+06	
5.79147e+06	6.1197e+06	
5.79147e+06	6.22178e+06	
5.79147e+06	6.07662e+06	
5.79147e+06	6.08873e+06	
5.79147e+06	6.22911e+06	
5.79147e+06	6.0448e+06	
5.79147e+06	6.13762e+06	
5.79147e+06	6.1912e+06	
5.79147e+06	6.12849e+06	
5.79147e+06	6.05375e+06	
5.79147e+06	6.12831e+06	
5.79147e+06	5.9996e+06	
5.79147e+06	6.14346e+06	
5.79147e+06	6.07232e+06	
5.79147e+06	6.24891e+06	
5.79147e+06	6.20861e+06	
5.79147e+06	6.0671e+06	
5.79147e+06	6.0328e+06	
5.79147e+06	6.09155e+06	
5.79147e+06	6.10566e+06	
5.79147e+06	6.05819e+06	
5.79147e+06	6.14799e+06	
5.79147e+06	6.13331e+06	
5.79147e+06	6.02387e+06	
5.79147e+06	6.13263e+06	
5.79147e+06	6.03892e+06	
5.79147e+06	6.10573e+06	
5.79147e+06	6.01831e+06	
5.79147e+06	6.20373e+06	
5.79147e+06	6.13075e+06	
5.79147e+06	6.08594e+06	
5.79147e+06	6.07979e+06	
5.78875e+06	6.06234e+06	
5.78875e+06	6.09187e+06	
5.78875e+06	6.07039e+06	
5.78875e+06	6.03285e+06	
5.78875e+06	6.11174e+06	
5.78875e+06	6.11146e+06	
5.78875e+06	6.06839e+06	
5.78875e+06	6.12106e+06	
5.78875e+06	6.15915e+06	
5.78875e+06	6.15059e+06	
5.78875e+06	6.09077e+06	
5.78875e+06	6.05296e+06	
5.78875e+06	6.11677e+06	
5.78875e+06	6.04994e+06	
5.78875e+06	6.03117e+06	
5.78678e+06	6.10238e+06	
5.78678e+06	6.08385e+06	
5.78678e+06	6.10863e+06	
5.78678e+06	6.00359e+06	
5.78678e+06	5.99057e+06	
5.78678e+06	6.14092e+06	
5.78678e+06	6.09526e+06	
5.78516e+06	6.00375e+06	
5.78516e+06	6.05196e+06	
5.78516e+06	6.15694e+06	
5.78516e+06	5.99586e+06	
5.78516e+06	6.11366e+06	
5.78516e+06	5.98128e+06	
5.78516e+06	6.11209e+06	
5.78516e+06	6.02847e+06	
5.78516e+06	6.13312e+06	
5.78516e+06	6.05527e+06	
5.78516e+06	6.01209e+06	
5.78516e+06	6.1492e+06	
5.78516e+06	6.15238e+06	
5.78516e+06	6.12207e+06	
5.78516e+06	6.05915e+06	
5.78516e+06	6.13005e+06	
5.78516e+06	6.10694e+06	
5.78516e+06	6.14374e+06	
5.78516e+06	6.14776e+06	
5.7832e+06	5.95148e+06	
5.7832e+06	6.05795e+06	
5.7832e+06	6.16823e+06	
5.7832e+06	6.08743e+06	
5.7832e+06	6.1125e+06	
5.7832e+06	6.11893e+06	
5.7832e+06	6.0749e+06	
5.7832e+06	6.03972e+06	
5.7832e+06	6.12287e+06	
5.7832e+06	6.12033e+06	
5.7832e+06	6.01201e+06	
5.7832e+06	6.06187e+06	
5.7832e+06	6.10874e+06	
5.7832e+06	5.97883e+06	
5.78e+06	6.00864e+06	
5.78e+06	6.11349e+06	
5.78e+06	6.07771e+06	
5.78e+06	6.13704e+06	
5.78e+06	6.16003e+06	
5.78e+06	6.02199e+06	
5.78e+06	6.06478e+06	
5.78e+06	5.99285e+06	
5.78e+06	6.07312e+06	
5.78e+06	6.0995e+06	
5.78e+06	6.03474e+06	
5.78e+06	6.25134e+06	
5.78e+06	6.19485e+06	
5.78e+06	5.95467e+06	
5.78e+06	6.17076e+06	
5.78e+06	6.03635e+06	
5.78e+06	6.05752e+06	
5.78e+06	6.13829e+06	
5.78e+06	6.02674e+06	
5.78e+06	6.04057e+06	
5.78e+06	6.21967e+06	
5.78e+06	6.14737e+06	
5.78e+06	6.08678e+06	
5.78e+06	6.07993e+06	
5.78e+06	6.04231e+06	
5.78e+06	6.15813e+06	
5.78e+06	6.03981e+06	
5.78e+06	6.09977e+06	
5.78e+06	6.08816e+06	
5.78e+06	6.09028e+06	
5.78e+06	5.99808e+06	
5.78e+06	6.21282e+06	
5.78e+06	6.08198e+06	
5.78e+06	6.15311e+06	
5.78e+06	6.03793e+06	
5.78e+06	6.19025e+06	
5.78e+06	6.06865e+06	
5.78e+06	6.05091e+06	
5.78e+06	6.05018e+06	
5.78e+06	6.06498e+06	
5.78e+06	6.08121e+06	
5.78e+06	6.1555e+06	
5.78e+06	6.0987e+06	
5.78e+06	6.10673e+06	
5.78e+06	6.01188e+06	
5.78e+06	6.13492e+06	
5.78e+06	6.00804e+06	
5.78e+06	6.129e+06	
5.78e+06	6.07709e+06	
5.78e+06	6.06877e+06	
5.78e+06	6.13639e+06	
5.78e+06	6.12222e+06	
5.78e+06	6.12344e+06	
5.78e+06	6.04728e+06	
5.78e+06	6.11325e+06	
5.78e+06	6.00019e+06	
5.78e+06	6.03192e+06	
5.78e+06	6.20497e+06	
5.78e+06	6.0668e+06	
5.78e+06	6.05425e+06	
5.78e+06	5.99268e+06	
5.78e+06	6.18027e+06	
5.78e+06	6.13824e+06	
5.78e+06	6.1175e+06	
5.78e+06	6.04112e+06	
5.78e+06	6.05977e+06	
5.78e+06	6.042e+06	
5.78e+06	6.13392e+06	
5.77581e+06	6.04807e+06	
5.77581e+06	6.12939e+06	
5.77581e+06	6.02986e+06	
5.77581e+06	6.17734e+06	
5.77581e+06	6.11883e+06	
5.77581e+06	6.04366e+06	
5.77581e+06	6.0417e+06	
5.77581e+06	6.0307e+06	
5.77581e+06	6.20487e+06	
5.77581e+06	6.04829e+06	
5.77581e+06	6.14589e+06	
5.77581e+06	6.0932e+06	
5.77581e+06	6.08736e+06	
5.77581e+06	6.10736e+06	
5.77581e+06	6.1173e+06	
5.77581e+06	6.04556e+06	
5.77581e+06	6.13564e+06	
5.77581e+06	6.03847e+06	
5.77581e+06	6.0085e+06	
5.77581e+06	6.09527e+06	
5.77581e+06	6.0149e+06	
5.77581e+06	6.06654e+06	
5.77581e+06	6.13191e+06	
5.77581e+06	6.07228e+06	
5.77581e+06	6.0344e+06	
5.77581e+06	6.10111e+06	
5.77581e+06	6.06296e+06	
5.77581e+06	6.01935e+06	
5.77581e+06	6.02619e+06	
5.77581e+06	6.04648e+06	
5.77581e+06	6.09508e+06	
5.77581e+06	6.20063e+06	
5.77581e+06	5.9839e+06	
5.77581e+06	6.10336e+06	
5.77581e+06	6.08027e+06	
5.77581e+06	6.1289e+06	
5.77581e+06	6.06102e+06	
5.77581e+06	6.07156e+06	
5.77581e+06	6.08733e+06	
5.77581e+06	6.13684e+06	
5.77581e+06	6.12968e+06	
5.77581e+06	6.11173e+06	
5.77581e+06	6.15229e+06	
5.77581e+06	6.15562e+06	
5.77581e+06	6.12173e+06	
5.77581e+06	6.05351e+06	
5.77581e+06	6.04238e+06	
5.77581e+06	6.03803e+06	
5.77581e+06	6.04829e+06	
5.77581e+06	6.09557e+06	
5.77581e+06	6.13197e+06	
5.77581e+06	6.11053e+06	
5.77581e+06	6.02616e+06	
5.77581e+06	6.03633e+06	
5.77581e+06	6.12931e+06	
5.77581e+06	6.13382e+06	
5.77581e+06	6.09533e+06	
5.77581e+06	6.08092e+06	
5.77581e+06	6.04574e+06	
5.77581e+06	6.16399e+06	
5.77581e+06	6.13186e+06	
5.77581e+06	6.11796e+06	
5.77581e+06	6.10237e+06	
5.77581e+06	6.11345e+06	
5.77581e+06	6.03396e+06	
5.77581e+06	5.9633e+06	
5.77581e+06	5.99108e+06	
5.77581e+06	6.1141e+06	
5.77581e+06	6.0159e+06	
5.77581e+06	6.15645e+06	
5.77581e+06	6.09364e+06	
5.77581e+06	6.18953e+06	
5.77581e+06	6.05927e+06	
5.77581e+06	6.06925e+06	
5.77581e+06	6.15513e+06	
5.77581e+06	6.16601e+06	
5.77581e+06	6.08426e+06	
5.77581e+06	6.13462e+06	
5.77581e+06	6.24298e+06	
5.77581e+06	6.12271e+06	
5.77581e+06	6.00749e+06	
5.77581e+06	6.10126e+06	
5.77581e+06	5.95604e+06	
5.77581e+06	6.04138e+06	
5.77581e+06	6.03124e+06	
5.7676e+06	6.03107e+06	
5.7676e+06	6.06024e+06	
5.7676e+06	6.09545e+06	
5.7676e+06	6.19603e+06	
5.7676e+06	6.09065e+06	
5.7676e+06	6.06813e+06	
5.7676e+06	6.17683e+06	
5.75774e+06	6.01196e+06	
5.75774e+06	6.03923e+06	
5.75774e+06	6.15708e+06	
5.75774e+06	6.09484e+06	
5.75774e+06	6.02054e+06	
5.75774e+06	6.06839e+06	
5.75774e+06	6.12464e+06	
5.75774e+06	6.04068e+06	
5.75774e+06	6.06728e+06	
5.75774e+06	6.12597e+06	
5.75774e+06	6.20906e+06	
5.75774e+06	6.17684e+06	
5.75774e+06	6.13878e+06	
5.75774e+06	6.07605e+06	
5.75774e+06	6.03213e+06	
5.75774e+06	6.09306e+06	
5.75774e+06	6.13944e+06	
5.75774e+06	6.2026e+06	
5.75774e+06	6.07474e+06	
5.75774e+06	6.09457e+06	
5.75774e+06	6.03245e+06	
5.75774e+06	6.10242e+06	
5.75774e+06	6.01819e+06	
5.75774e+06	6.12442e+06	
5.75774e+06	6.05391e+06	
5.75774e+06	6.04223e+06	
5.75774e+06	6.05344e+06	
5.75774e+06	6.05404e+06	
5.75774e+06	6.18616e+06	
5.75774e+06	6.02934e+06	
5.75774e+06	6.08677e+06	
5.75774e+06	5.9257e+06	
5.75774e+06	6.07206e+06	
5.75774e+06	6.07846e+06	
5.75774e+06	6.06468e+06	
5.75774e+06	6.0975e+06	
5.75774e+06	6.14665e+06	
5.75774e+06	6.12326e+06	
5.75774e+06	6.15736e+06	
5.75774e+06	6.04927e+06	
5.75774e+06	6e+06	
5.75774e+06	6.08068e+06	
5.75774e+06	6.00045e+06	
5.75112e+06	6.0561e+06	
5.75112e+06	5.92501e+06	
5.75112e+06	6.09181e+06	
5.75112e+06	6.12319e+06	
5.75112e+06	6.0004e+06	
5.75112e+06	6.06203e+06	
5.75112e+06	6.02937e+06	
5.75112e+06	6.05658e+06	
5.75112e+06	6.15889e+06	
5.75112e+06	6.11198e+06	
5.75112e+06	6.16091e+06	
5.75112e+06	6.15514e+06	
5.75112e+06	6.04262e+06	
5.75112e+06	6.13706e+06	
5.75112e+06	6.17953e+06	
5.75112e+06	6.16285e+06	
5.75112e+06	6.06335e+06	
5.75112e+06	6.13198e+06	
5.74715e+06	6.03089e+06	
5.74715e+06	6.03687e+06	
5.74715e+06	6.18241e+06	
5.74715e+06	6.09143e+06	
5.74715e+06	6.15694e+06	
5.74715e+06	6.13632e+06	
5.74715e+06	6.10578e+06	
5.74715e+06	6.10735e+06	
5.74715e+06	6.025e+06	
5.74715e+06	6.14496e+06	
5.74715e+06	6.13215e+06	
5.74715e+06	6.0771e+06	
5.74715e+06	6.01489e+06	
5.74715e+06	6.08879e+06	
5.74715e+06	6.11036e+06	
5.74715e+06	6.02943e+06	
5.74715e+06	6.18468e+06	
5.74715e+06	6.03687e+06	
5.74715e+06	6.11229e+06	
5.74715e+06	6.11343e+06	
5.74715e+06	6.08831e+06	
5.74715e+06	6.06439e+06	
5.74715e+06	6.07522e+06	
5.74715e+06	5.97264e+06	
5.74715e+06	6.08895e+06	
5.74715e+06	6.09162e+06	
5.74715e+06	6.23768e+06	
5.74715e+06	6.08309e+06	
5.74715e+06	6.13825e+06	
5.74715e+06	6.02245e+06	
5.74715e+06	6.12176e+06	
5.74715e+06	6.13696e+06	
5.74715e+06	6.20499e+06	
5.74715e+06	6.21261e+06	
5.74715e+06	6.00238e+06	
5.74715e+06	6.24713e+06	
5.74715e+06	6.15306e+06	
5.74715e+06	6.21572e+06	
5.74715e+06	6.13276e+06	
5.74715e+06	6.12159e+06	
5.74715e+06	6.05939e+06	
5.74715e+06	6.13442e+06	
5.74715e+06	6.07574e+06	
5.74715e+06	6.21261e+06	
5.74715e+06	6.12163e+06	
5.74715e+06	6.08045e+06	
5.74715e+06	6.26402e+06	
5.74715e+06	6.04244e+06	
5.74715e+06	6.0034e+06	
5.74715e+06	6.04185e+06	
5.74715e+06	6.07655e+06	
5.74715e+06	6.12022e+06	
5.74715e+06	6.18816e+06	
5.74715e+06	6.12445e+06	
5.74715e+06	6.12288e+06	
5.74715e+06	6.17684e+06	
5.74715e+06	6.14289e+06	
5.74715e+06	6.02273e+06	
5.74715e+06	6.01967e+06	
5.74715e+06	6.04244e+06	
5.74715e+06	6.04572e+06	
5.74715e+06	6.07206e+06	
5.74715e+06	6.05661e+06	
5.74715e+06	6.03136e+06	
5.74715e+06	6.02718e+06	
5.74715e+06	6.08295e+06	
5.74715e+06	6.13756e+06	
5.74715e+06	6.05947e+06	
5.74715e+06	6.13233e+06	
5.74715e+06	6.10031e+06	
5.74715e+06	6.06331e+06	
5.74715e+06	6.16845e+06	
5.74715e+06	6.10864e+06	
5.74715e+06	6.10396e+06	
5.74715e+06	6.12961e+06	
5.74715e+06	6.07988e+06	
5.74715e+06	6.14516e+06	
5.74715e+06	5.99232e+06	
5.74715e+06	6.09022e+06	
5.74715e+06	6.14336e+06	
5.74715e+06	6.13611e+06	
5.74715e+06	6.06345e+06	
5.74715e+06	6.17678e+06	
5.74715e+06	6.16049e+06	
5.74715e+06	6.14228e+06	
5.74715e+06	6.06087e+06	
5.74715e+06	6.01584e+06	
5.74715e+06	6.18713e+06	
5.74715e+06	6.06805e+06	
5.74715e+06	6.0902e+06	
5.74715e+06	6.04437e+06	
5.74715e+06	6.05132e+06	
5.74715e+06	6.08141e+06	
5.74715e+06	6.05813e+06	
5.74715e+06	6.11055e+06	
5.74715e+06	6.01004e+06	
5.74715e+06	6.09055e+06	
5.74715e+06	6.1831e+06	
5.74715e+06	6.10969e+06	
5.74159e+06	6.05713e+06	
5.74159e+06	6.2199e+06	
5.74159e+06	6.02334e+06	
5.74159e+06	6.04446e+06	
5.74159e+06	6.17548e+06	
5.74159e+06	6.08178e+06	
5.74159e+06	6.20364e+06	
5.74159e+06	6.11653e+06	
5.74159e+06	6.11798e+06	
5.74159e+06	6.10183e+06	
5.74159e+06	6.07035e+06	
5.74159e+06	6.11286e+06	
5.74159e+06	6.03288e+06	
5.74159e+06	6.17336e+06	
5.74159e+06	5.97331e+06	
5.74159e+06	6.05786e+06	
5.74159e+06	6.07519e+06	
5.74159e+06	6.15848e+06	
5.74159e+06	6.10924e+06	
5.74159e+06	6.10625e+06	
5.74159e+06	6.14119e+06	
5.74159e+06	6.16226e+06	
5.74159e+06	6.12127e+06	
5.74159e+06	6.15545e+06	
5.74159e+06	6.26223e+06	
5.74159e+06	6.09917e+06	
5.74159e+06	6.10048e+06	
5.74159e+06	6.13896e+06	
5.74159e+06	6.09598e+06	
5.74159e+06	6.11166e+06	
5.74159e+06	6.07086e+06	
5.74159e+06	6.04164e+06	
5.74159e+06	6.12882e+06	
5.74159e+06	6.01552e+06	
5.74159e+06	6.11439e+06	
5.74159e+06	6.00179e+06	
5.74159e+06	6.12542e+06	
5.74159e+06	6.16746e+06	
5.74159e+06	6.12921e+06	
5.74159e+06	6.05311e+06	
5.74159e+06	5.98236e+06	
5.74159e+06	6.0755e+06	
5.74159e+06	6.15677e+06	
5.74159e+06	5.97933e+06	
5.74159e+06	6.06513e+06	
5.74159e+06	6.12572e+06	
5.7339e+06	5.97645e+06	
5.7339e+06	6.06577e+06	
5.7339e+06	6.08581e+06	
5.7339e+06	6.01987e+06	
5.7339e+06	6.07999e+06	
5.7339e+06	6.07788e+06	
5.7339e+06	6.13449e+06	
5.7339e+06	6.13092e+06	
5.7339e+06	6.07397e+06	
5.7339e+06	6.08356e+06	
5.7339e+06	5.99246e+06	
5.72612e+06	6.04153e+06	
5.72612e+06	6.06279e+06	
5.72612e+06	6.029e+06	
5.72612e+06	6.07498e+06	
5.72612e+06	6.11709e+06	
5.72612e+06	6.03827e+06	
5.72612e+06	5.99137e+06	
5.72612e+06	6.09462e+06	
5.72612e+06	6.038e+06	
5.72612e+06	6.06855e+06	
5.72612e+06	6.09064e+06	
5.72612e+06	6.04777e+06	
5.72612e+06	5.97272e+06	
5.72612e+06	6.01844e+06	
5.72612e+06	6.0401e+06	
5.72612e+06	6.12367e+06	
5.72612e+06	6.03135e+06	
5.72612e+06	6.13576e+06	
5.72612e+06	5.88118e+06	
5.72612e+06	6.12275e+06	
5.72612e+06	6.22572e+06	
5.72612e+06	6.16352e+06	
5.72612e+06	6.15021e+06	
5.72612e+06	6.12341e+06	
5.72612e+06	6.17837e+06	
5.72612e+06	5.97978e+06	
5.72612e+06	6.0075e+06	
5.72612e+06	6.1444e+06	
5.72612e+06	5.96861e+06	
5.72612e+06	6.01533e+06	
5.72612e+06	6.10072e+06	
5.72612e+06	6.04284e+06	
5.72612e+06	6.09979e+06	
5.72612e+06	6.18798e+06	
5.72612e+06	6.12047e+06	
5.72612e+06	6.06091e+06	
5.72612e+06	6.16064e+06	
5.72612e+06	6.04261e+06	
5.72612e+06	6.1271e+06	
5.72612e+06	6.07358e+06	
5.72612e+06	6.24485e+06	
5.72612e+06	6.053e+06	
5.72612e+06	6.0483e+06	
5.72612e+06	6.08729e+06	
5.72612e+06	6.02349e+06	
5.72612e+06	6.00388e+06	
5.72612e+06	6.13839e+06	
5.72612e+06	6.04889e+06	
5.72612e+06	6.07301e+06	
5.72612e+06	6.09848e+06	
5.72612e+06	6.13354e+06	
5.72612e+06	6.12843e+06	
5.72612e+06	6.20348e+06	
5.72612e+06	5.98911e+06	
5.72612e+06	6.09554e+06	
5.72612e+06	6.04833e+06	
5.72612e+06	6.00664e+06	
5.72612e+06	6.09657e+06	
5.72612e+06	6.06926e+06	
5.72612e+06	5.9931e+06	
5.72612e+06	6.14189e+06	
5.72612e+06	6.15771e+06	
5.72612e+06	5.92974e+06	
5.72612e+06	6.04676e+06	
5.72612e+06	5.99728e+06	
5.72612e+06	6.0527e+06	
5.72612e+06	6.14086e+06	
5.72612e+06	6.12133e+06	
5.72612e+06	6.04276e+06	
5.72612e+06	6.09503e+06	
5.72612e+06	6.07199e+06	
5.72612e+06	6.08349e+06	
5.72612e+06	6.15366e+06	
5.72612e+06	6.12393e+06	
5.72612e+06	6.05367e+06	
5.72612e+06	6.09468e+06	
5.72612e+06	5.96617e+06	
5.72612e+06	6.0514e+06	
5.72612e+06	6.14377e+06	
5.72612e+06	6.01396e+06	
5.72612e+06	6.05337e+06	
5.72612e+06	5.93879e+06	
5.72612e+06	6.08724e+06	
5.72612e+06	6.17413e+06	
5.72612e+06	5.97345e+06	
5.72612e+06	6.04873e+06	
5.72612e+06	6.06463e+06	
5.72612e+06	6.1041e+06	
5.72612e+06	6.03025e+06	
5.72612e+06	6.21027e+06	
5.72612e+06	6.10319e+06	
5.72612e+06	6.12072e+06	
5.72612e+06	6.07451e+06	
5.72612e+06	6.04006e+06	
5.72612e+06	6.09153e+06	
5.72612e+06	6.0631e+06	
5.72612e+06	6.07364e+06	
5.72612e+06	6.07207e+06	
5.72612e+06	6.01505e+06	
5.72612e+06	6.09149e+06	
5.72612e+06	6.08105e+06	
5.72612e+06	6.12513e+06	
5.72612e+06	6.08667e+06	
5.72612e+06	6.06826e+06	
5.72612e+06	6.07936e+06	
5.72612e+06	6.10702e+06	
5.72612e+06	6.05e+06	
5.72612e+06	5.95978e+06	
5.72612e+06	6.03072e+06	
5.72612e+06	6.00249e+06	
5.72612e+06	6.03773e+06	
5.72612e+06	5.92719e+06	
5.72612e+06	6.19197e+06	
5.72612e+06	6.01487e+06	
5.72612e+06	6.14151e+06	
5.72612e+06	6.1783e+06	
5.72612e+06	6.01893e+06	
5.72612e+06	6.08758e+06	
5.72612e+06	6.01606e+06	
5.72612e+06	6.10823e+06	
5.72612e+06	6.04317e+06	
5.72612e+06	5.97662e+06	
5.72612e+06	6.0827e+06	
5.72612e+06	6.04676e+06	
5.72612e+06	6.09432e+06	
5.72612e+06	6.02294e+06	
5.72612e+06	6.17385e+06	
5.72612e+06	6.18064e+06	
5.72612e+06	6.02405e+06	
5.72612e+06	6.27618e+06	
5.72612e+06	6.11716e+06	
