instancia26.txt_2_best	instancia26.txt_2_current	
5.69292e+06	6.15748e+06	
5.69292e+06	6.01862e+06	
5.69292e+06	6.0076e+06	
5.69292e+06	6.11213e+06	
5.69292e+06	6.20544e+06	
5.69292e+06	6.07497e+06	
5.69292e+06	6.06247e+06	
5.69292e+06	6.06896e+06	
5.69292e+06	6.1275e+06	
5.69292e+06	6.08104e+06	
5.69292e+06	5.99941e+06	
5.69292e+06	6.1218e+06	
5.69292e+06	6.14552e+06	
5.69292e+06	6.06402e+06	
5.69292e+06	6.1195e+06	
5.69292e+06	6.04566e+06	
5.69292e+06	6.06892e+06	
5.69292e+06	6.08879e+06	
5.69292e+06	6.04387e+06	
5.69292e+06	6.11168e+06	
5.69292e+06	6.09921e+06	
5.69292e+06	6.02875e+06	
5.69292e+06	6.01571e+06	
5.69292e+06	6.15121e+06	
5.69292e+06	5.98839e+06	
5.69292e+06	6.0572e+06	
5.69292e+06	6.08928e+06	
5.69292e+06	5.97775e+06	
5.69292e+06	6.02476e+06	
5.69292e+06	6.06257e+06	
5.69292e+06	6.11387e+06	
5.69292e+06	5.97304e+06	
5.69292e+06	6.07501e+06	
5.69292e+06	6.14256e+06	
5.69292e+06	6.08929e+06	
5.69292e+06	6.07622e+06	
5.69292e+06	6.083e+06	
5.69292e+06	6.05457e+06	
5.69292e+06	6.00256e+06	
5.69292e+06	6.08177e+06	
5.69292e+06	6.02932e+06	
5.69292e+06	6.05381e+06	
5.69292e+06	6.03176e+06	
5.69292e+06	6.11167e+06	
5.69292e+06	6.198e+06	
5.69292e+06	6.10007e+06	
5.69292e+06	6.01785e+06	
5.69292e+06	6.11088e+06	
5.69292e+06	6.1255e+06	
5.69292e+06	6.15972e+06	
5.69292e+06	5.99769e+06	
5.69292e+06	6.08032e+06	
5.69292e+06	6.14884e+06	
5.69292e+06	6.08975e+06	
5.69292e+06	6.14703e+06	
5.69292e+06	6.06716e+06	
5.69292e+06	6.13249e+06	
5.69292e+06	6.20006e+06	
5.69292e+06	6.22276e+06	
5.69292e+06	6.13058e+06	
5.69292e+06	6.03252e+06	
5.69292e+06	6.05898e+06	
5.69292e+06	6.11212e+06	
5.69292e+06	5.98442e+06	
5.69292e+06	5.99968e+06	
5.69292e+06	6.16259e+06	
5.69292e+06	6.2139e+06	
5.69292e+06	6.089e+06	
5.69292e+06	6.11134e+06	
5.69292e+06	6.15715e+06	
5.69292e+06	6.11483e+06	
5.69292e+06	5.9799e+06	
5.69292e+06	5.9781e+06	
5.69292e+06	6.07289e+06	
5.69292e+06	6.11116e+06	
5.69292e+06	6.09099e+06	
5.69292e+06	6.05453e+06	
5.69292e+06	6.06176e+06	
5.69292e+06	6.11091e+06	
5.69292e+06	6.17989e+06	
5.69292e+06	6.2035e+06	
5.69292e+06	6.1235e+06	
5.69292e+06	6.01849e+06	
5.69292e+06	6.12556e+06	
5.69292e+06	6.19917e+06	
5.69292e+06	6.03199e+06	
5.69292e+06	6.08736e+06	
5.69292e+06	6.01532e+06	
5.69292e+06	6.1445e+06	
5.69292e+06	6.064e+06	
5.69292e+06	6.17111e+06	
5.69292e+06	6.05703e+06	
5.69292e+06	6.11411e+06	
5.69292e+06	6.12752e+06	
5.69292e+06	6.103e+06	
5.69292e+06	6.22528e+06	
5.69292e+06	6.1049e+06	
5.69292e+06	6.04144e+06	
5.69292e+06	6.10345e+06	
5.69292e+06	6.18007e+06	
5.69292e+06	6.11846e+06	
5.69292e+06	6.10296e+06	
5.69292e+06	6.01283e+06	
5.69292e+06	6.11327e+06	
5.69292e+06	6.12487e+06	
5.69292e+06	6.03497e+06	
5.69292e+06	6.11378e+06	
5.69292e+06	6.08898e+06	
5.69292e+06	6.08668e+06	
5.69292e+06	6.09491e+06	
5.69292e+06	6.0327e+06	
5.69292e+06	6.14526e+06	
5.69292e+06	6.1311e+06	
5.69292e+06	6.02393e+06	
5.69292e+06	6.12791e+06	
5.69292e+06	6.10775e+06	
5.69292e+06	6.0561e+06	
5.69292e+06	6.0684e+06	
5.69292e+06	6.06823e+06	
5.69292e+06	6.03832e+06	
5.69292e+06	6.22917e+06	
5.69292e+06	6.07734e+06	
5.69292e+06	6.02869e+06	
5.69292e+06	6.0691e+06	
5.69292e+06	6.1487e+06	
5.69292e+06	6.06871e+06	
5.69292e+06	6.09215e+06	
5.69292e+06	6.04857e+06	
5.69292e+06	5.97687e+06	
5.69292e+06	5.98088e+06	
5.69292e+06	6.09034e+06	
5.69292e+06	6.10008e+06	
5.69292e+06	6.05035e+06	
5.69292e+06	6.01744e+06	
5.69292e+06	6.06434e+06	
5.69292e+06	6.12196e+06	
5.69292e+06	6.13075e+06	
5.69292e+06	6.16548e+06	
5.69292e+06	6.07651e+06	
5.69292e+06	6.18677e+06	
5.69292e+06	6.02975e+06	
5.69292e+06	6.08792e+06	
5.69292e+06	6.15426e+06	
5.69292e+06	6.04935e+06	
5.69292e+06	6.00646e+06	
5.69292e+06	6.05938e+06	
5.69292e+06	6.17478e+06	
5.69292e+06	6.12067e+06	
5.69292e+06	6.13625e+06	
5.69292e+06	6.16266e+06	
5.69292e+06	6.06746e+06	
5.69292e+06	6.22869e+06	
5.69292e+06	6.10336e+06	
5.69292e+06	6.04955e+06	
5.69292e+06	6.09069e+06	
5.69292e+06	6.10305e+06	
5.69292e+06	6.04483e+06	
5.69292e+06	6.04815e+06	
5.69292e+06	6.11738e+06	
5.69292e+06	5.93368e+06	
5.69292e+06	6.14536e+06	
5.69292e+06	6.14382e+06	
5.69292e+06	6.09333e+06	
5.69292e+06	6.26049e+06	
5.69292e+06	6.02888e+06	
5.69292e+06	6.15242e+06	
5.69292e+06	6.07813e+06	
5.69292e+06	6.04773e+06	
5.69292e+06	6.05347e+06	
5.69292e+06	6.1226e+06	
5.69292e+06	6.11452e+06	
5.69292e+06	6.04379e+06	
5.69292e+06	6.19124e+06	
5.69292e+06	5.994e+06	
5.69292e+06	6.18952e+06	
5.69292e+06	6.08698e+06	
5.69292e+06	6.10186e+06	
5.69292e+06	6.11551e+06	
5.69292e+06	6.12048e+06	
5.69292e+06	6.04408e+06	
5.69292e+06	6.06983e+06	
5.69292e+06	5.93751e+06	
5.69292e+06	6.08128e+06	
5.69292e+06	6.10371e+06	
5.69292e+06	6.11511e+06	
5.69292e+06	6.12408e+06	
5.69292e+06	6.0833e+06	
5.69292e+06	6.20453e+06	
5.69292e+06	6.19902e+06	
5.69292e+06	6.10689e+06	
5.69292e+06	5.99935e+06	
5.69292e+06	6.1854e+06	
5.69292e+06	6.05383e+06	
5.69292e+06	6.11024e+06	
5.69292e+06	6.11635e+06	
5.69292e+06	6.18229e+06	
5.69292e+06	6.1586e+06	
5.69292e+06	6.1506e+06	
5.69292e+06	6.29349e+06	
5.69292e+06	6.04537e+06	
5.69292e+06	6.08335e+06	
5.69292e+06	6.113e+06	
5.69292e+06	6.0278e+06	
5.69292e+06	6.05158e+06	
5.69292e+06	6.11971e+06	
5.69292e+06	6.11832e+06	
5.69292e+06	6.07566e+06	
5.69292e+06	6.09072e+06	
5.69292e+06	6.08969e+06	
5.69292e+06	6.0996e+06	
5.69292e+06	6.02286e+06	
5.69292e+06	5.92455e+06	
5.69292e+06	6.08269e+06	
5.69292e+06	6.20316e+06	
5.69292e+06	6.08516e+06	
5.69292e+06	6.11293e+06	
5.69292e+06	6.08042e+06	
5.69292e+06	6.10146e+06	
5.69292e+06	6.08322e+06	
5.69292e+06	6.2073e+06	
5.69292e+06	6.03411e+06	
5.69292e+06	5.98269e+06	
5.69292e+06	6.00321e+06	
5.69292e+06	6.0976e+06	
5.69292e+06	6.13389e+06	
5.69292e+06	6.17171e+06	
5.69292e+06	6.12925e+06	
5.69292e+06	6.08745e+06	
5.69292e+06	6.04456e+06	
5.69292e+06	6.03145e+06	
5.69292e+06	6.05482e+06	
5.69292e+06	6.01939e+06	
5.69292e+06	5.99957e+06	
5.69292e+06	6.06161e+06	
5.69292e+06	6.15025e+06	
5.69292e+06	6.04946e+06	
5.69292e+06	6.16395e+06	
5.69292e+06	6.14343e+06	
5.69292e+06	6.10554e+06	
5.69292e+06	6.1794e+06	
5.69292e+06	6.12253e+06	
5.69292e+06	6.08339e+06	
5.69292e+06	6.02342e+06	
5.69292e+06	6.08245e+06	
5.69292e+06	6.04316e+06	
5.69292e+06	6.12122e+06	
5.69292e+06	6.1025e+06	
5.69292e+06	6.09661e+06	
5.69292e+06	6.20765e+06	
5.69292e+06	5.94261e+06	
5.69292e+06	6.14182e+06	
5.69292e+06	6.05276e+06	
5.69292e+06	6.14062e+06	
5.69292e+06	6.18801e+06	
5.69292e+06	6.1561e+06	
5.69292e+06	6.01551e+06	
5.69292e+06	6.07975e+06	
5.69292e+06	6.15183e+06	
5.69292e+06	6.09584e+06	
5.69292e+06	6.07148e+06	
5.69292e+06	6.14948e+06	
5.69292e+06	6.0273e+06	
5.69292e+06	6.01757e+06	
5.69292e+06	6.10939e+06	
5.69292e+06	6.02684e+06	
5.69292e+06	6.06004e+06	
5.69292e+06	6.09291e+06	
5.69292e+06	6.05499e+06	
5.69292e+06	5.9772e+06	
5.69292e+06	6.0854e+06	
5.69292e+06	6.18701e+06	
5.69292e+06	6.17837e+06	
5.69292e+06	6.0394e+06	
5.69292e+06	6.05458e+06	
5.69292e+06	6.0942e+06	
5.69292e+06	6.13956e+06	
5.69292e+06	6.16999e+06	
5.69292e+06	6.15491e+06	
5.69292e+06	6.08341e+06	
5.69292e+06	6.09934e+06	
5.69292e+06	6.14099e+06	
5.69292e+06	6.06476e+06	
5.69292e+06	6.11024e+06	
5.69292e+06	6.04872e+06	
5.69292e+06	6.1181e+06	
5.69292e+06	6.14487e+06	
5.69292e+06	6.09218e+06	
5.69292e+06	6.05371e+06	
5.69292e+06	6.15329e+06	
5.69292e+06	6.13201e+06	
5.69292e+06	6.08311e+06	
5.69292e+06	6.05441e+06	
5.69292e+06	6.04463e+06	
5.69292e+06	6.09473e+06	
5.69292e+06	6.02798e+06	
5.69292e+06	6.0111e+06	
5.69292e+06	6.04892e+06	
5.69292e+06	6.17286e+06	
5.69292e+06	6.1088e+06	
5.69292e+06	6.09628e+06	
5.69292e+06	6.10074e+06	
5.69292e+06	6.05495e+06	
5.69292e+06	6.08374e+06	
5.69292e+06	6.03813e+06	
5.69292e+06	6.22573e+06	
5.69292e+06	6.08961e+06	
5.69292e+06	6.07852e+06	
5.69292e+06	6.13316e+06	
5.69292e+06	6.07244e+06	
5.69292e+06	6.20163e+06	
5.69292e+06	6.15689e+06	
5.69292e+06	6.06356e+06	
5.69292e+06	6.10192e+06	
5.69292e+06	6.20343e+06	
5.69292e+06	6.21656e+06	
5.69292e+06	6.07574e+06	
5.69292e+06	6.12827e+06	
5.69292e+06	5.97107e+06	
5.69292e+06	6.11806e+06	
5.69292e+06	6.12425e+06	
5.69292e+06	6.07019e+06	
5.69292e+06	6.07716e+06	
5.69292e+06	6.09201e+06	
5.69292e+06	6.04316e+06	
5.69292e+06	6.08649e+06	
5.69292e+06	6.25763e+06	
5.69292e+06	6.15141e+06	
5.69292e+06	6.17748e+06	
5.69292e+06	6.17769e+06	
5.69292e+06	6.05109e+06	
5.69292e+06	6.05683e+06	
5.69292e+06	6.23791e+06	
5.69292e+06	6.13517e+06	
5.69292e+06	6.04244e+06	
5.69292e+06	6.02345e+06	
5.69292e+06	5.92871e+06	
5.69292e+06	6.11632e+06	
5.69292e+06	6.17138e+06	
5.69292e+06	5.97299e+06	
5.69292e+06	6.10903e+06	
5.69292e+06	6.07642e+06	
5.69292e+06	6.03676e+06	
5.69292e+06	6.10787e+06	
5.69292e+06	6.1264e+06	
5.69292e+06	6.11362e+06	
5.69292e+06	6.11859e+06	
5.69292e+06	6.05303e+06	
5.69292e+06	6.08887e+06	
5.69292e+06	6.04334e+06	
5.69292e+06	6.02446e+06	
5.69292e+06	6.13225e+06	
5.69292e+06	6.23024e+06	
5.69292e+06	5.95277e+06	
5.69292e+06	6.09448e+06	
5.69292e+06	5.966e+06	
5.69292e+06	6.01067e+06	
5.69292e+06	6.1021e+06	
5.69292e+06	6.13893e+06	
5.69292e+06	5.9564e+06	
5.69292e+06	6.05599e+06	
5.69292e+06	6.01507e+06	
5.69292e+06	6.13131e+06	
5.69292e+06	6.1161e+06	
5.69292e+06	5.98462e+06	
5.69292e+06	6.17381e+06	
5.69292e+06	6.14595e+06	
5.69292e+06	6.00851e+06	
5.69292e+06	6.19613e+06	
5.69292e+06	6.05821e+06	
5.69292e+06	6.00209e+06	
5.69292e+06	6.12829e+06	
5.69292e+06	6.09414e+06	
5.69292e+06	6.01672e+06	
5.69292e+06	6.10654e+06	
5.69292e+06	5.99037e+06	
5.69292e+06	6.10384e+06	
5.69292e+06	6.12825e+06	
5.69292e+06	6.02094e+06	
5.69292e+06	6.17807e+06	
5.69292e+06	6.12784e+06	
5.69292e+06	6.20134e+06	
5.69292e+06	6.13039e+06	
5.69292e+06	6.06996e+06	
5.69292e+06	6.20803e+06	
5.69292e+06	6.08767e+06	
5.69292e+06	6.13167e+06	
5.69292e+06	6.11374e+06	
5.69292e+06	6.06239e+06	
5.69292e+06	6.12192e+06	
5.69292e+06	6.06132e+06	
5.69292e+06	6.08279e+06	
5.69292e+06	6.29791e+06	
5.69292e+06	6.1779e+06	
5.69292e+06	6.0672e+06	
5.69292e+06	6.06815e+06	
5.69292e+06	6.06992e+06	
5.69292e+06	6.16631e+06	
5.69292e+06	6.10264e+06	
5.69292e+06	6.04395e+06	
5.69292e+06	6.07217e+06	
5.69292e+06	5.93489e+06	
5.69292e+06	6.19815e+06	
5.69292e+06	5.93456e+06	
5.69292e+06	6.04526e+06	
5.69292e+06	6.10017e+06	
5.69292e+06	6.05454e+06	
5.69292e+06	6.19167e+06	
5.69292e+06	6.09573e+06	
5.69292e+06	6.061e+06	
5.69292e+06	6.09527e+06	
5.69292e+06	6.05786e+06	
5.69292e+06	6.00278e+06	
5.69292e+06	6.08986e+06	
5.69292e+06	6.06863e+06	
5.69292e+06	6.00132e+06	
5.69292e+06	6.07078e+06	
5.69292e+06	6.03657e+06	
5.69292e+06	6.06248e+06	
5.69292e+06	6.01762e+06	
5.69292e+06	6.0481e+06	
5.69292e+06	6.02918e+06	
5.69292e+06	6.17518e+06	
5.69292e+06	6.06846e+06	
5.69292e+06	6.04209e+06	
5.69292e+06	6.08648e+06	
5.69292e+06	6.04759e+06	
5.69292e+06	6.00061e+06	
5.69292e+06	6.11534e+06	
5.69292e+06	6.14721e+06	
5.69292e+06	6.00553e+06	
5.69292e+06	6.16408e+06	
5.69292e+06	6.01481e+06	
5.69292e+06	6.00761e+06	
5.69292e+06	6.09542e+06	
5.69292e+06	6.12932e+06	
5.69292e+06	6.01845e+06	
5.69292e+06	6.05346e+06	
5.69292e+06	6.03787e+06	
5.69292e+06	6.05301e+06	
5.69292e+06	6.11809e+06	
5.69292e+06	6.22792e+06	
5.69292e+06	6.24309e+06	
5.69292e+06	5.99626e+06	
5.69292e+06	6.12651e+06	
5.69292e+06	5.97303e+06	
5.69292e+06	6.01613e+06	
5.69292e+06	6.11913e+06	
5.69292e+06	6.04237e+06	
5.69292e+06	6.00709e+06	
5.69292e+06	6.19114e+06	
5.69292e+06	6.04981e+06	
5.69292e+06	6.0806e+06	
5.69292e+06	6.0793e+06	
5.69292e+06	6.03864e+06	
5.69292e+06	6.19443e+06	
5.69292e+06	6.12345e+06	
5.69292e+06	6.18355e+06	
5.69292e+06	6.05182e+06	
5.69292e+06	6.05221e+06	
5.69292e+06	6.19287e+06	
5.69292e+06	6.0494e+06	
5.69292e+06	6.11649e+06	
5.69292e+06	6.02639e+06	
5.69292e+06	5.98951e+06	
5.69292e+06	6.03798e+06	
5.69292e+06	6.13283e+06	
5.69292e+06	6.12293e+06	
5.69292e+06	6.07494e+06	
5.69292e+06	6.08053e+06	
5.69292e+06	6.02407e+06	
5.69292e+06	6.08215e+06	
5.69292e+06	6.12282e+06	
5.69292e+06	6.13727e+06	
5.69292e+06	6.06267e+06	
5.69292e+06	6.25658e+06	
5.69292e+06	6.18639e+06	
5.69292e+06	6.11419e+06	
5.69292e+06	6.0837e+06	
5.69292e+06	6.08529e+06	
5.69292e+06	6.15819e+06	
5.69292e+06	6.09038e+06	
5.69292e+06	6.12823e+06	
5.69292e+06	5.98581e+06	
5.69292e+06	6.15118e+06	
5.69292e+06	6.09683e+06	
5.69292e+06	5.98372e+06	
5.69292e+06	6.1757e+06	
5.69292e+06	6.12159e+06	
5.69292e+06	6.07425e+06	
5.69292e+06	6.01936e+06	
5.69292e+06	6.12993e+06	
5.69292e+06	5.97061e+06	
5.69292e+06	6.00563e+06	
5.69292e+06	6.05284e+06	
5.69292e+06	6.08415e+06	
5.69292e+06	6.06839e+06	
5.69292e+06	6.06858e+06	
5.69292e+06	6.10208e+06	
5.69292e+06	6.14279e+06	
5.69292e+06	6.16076e+06	
5.69292e+06	6.14651e+06	
5.69292e+06	6.18156e+06	
5.69292e+06	6.02459e+06	
5.69292e+06	6.12511e+06	
5.69292e+06	6.16931e+06	
5.69292e+06	6.05827e+06	
5.69292e+06	6.09753e+06	
5.69292e+06	6.16585e+06	
5.69292e+06	5.97509e+06	
5.69292e+06	6.08917e+06	
5.69292e+06	5.99962e+06	
5.69292e+06	6.03303e+06	
5.69292e+06	6.17669e+06	
5.69292e+06	6.07959e+06	
5.69292e+06	6.13937e+06	
5.69292e+06	6.16439e+06	
5.69292e+06	6.06865e+06	
5.69292e+06	6.07679e+06	
5.69292e+06	6.11217e+06	
5.69292e+06	6.11171e+06	
5.69292e+06	6.17604e+06	
5.69292e+06	6.14514e+06	
5.69292e+06	6.09145e+06	
5.69292e+06	6.09107e+06	
5.69292e+06	5.93358e+06	
5.69292e+06	6.04791e+06	
5.69292e+06	6.02121e+06	
5.69292e+06	6.08988e+06	
5.69292e+06	6.14016e+06	
5.69292e+06	6.02718e+06	
5.69292e+06	6.1289e+06	
5.69292e+06	6.04352e+06	
5.69292e+06	6.16472e+06	
5.69292e+06	6.08944e+06	
5.69292e+06	6.04225e+06	
5.69292e+06	6.13164e+06	
5.69292e+06	6.09463e+06	
5.69292e+06	6.06145e+06	
5.69292e+06	6.06464e+06	
5.69292e+06	6.10068e+06	
5.69292e+06	6.2807e+06	
5.69292e+06	6.07292e+06	
5.69292e+06	6.0793e+06	
5.69292e+06	6.08731e+06	
5.69292e+06	6.12128e+06	
5.69292e+06	6.06863e+06	
5.69292e+06	6.13333e+06	
5.69292e+06	6.28175e+06	
5.69292e+06	6.11592e+06	
5.69292e+06	6.01746e+06	
5.69292e+06	5.98256e+06	
5.69292e+06	6.0263e+06	
5.69292e+06	6.17193e+06	
5.69292e+06	6.05047e+06	
5.69292e+06	6.08494e+06	
5.69292e+06	6.05737e+06	
5.69292e+06	6.10652e+06	
5.69292e+06	6.18352e+06	
5.69292e+06	6.06824e+06	
5.69292e+06	6.1085e+06	
5.69292e+06	6.14973e+06	
5.69292e+06	6.06262e+06	
5.69292e+06	6.11204e+06	
5.69292e+06	6.08331e+06	
5.69292e+06	6.17654e+06	
5.69292e+06	6.1012e+06	
5.69292e+06	6.15047e+06	
5.69292e+06	6.10095e+06	
5.69292e+06	6.0234e+06	
5.69292e+06	6.05687e+06	
5.69292e+06	6.11923e+06	
5.69292e+06	6.06138e+06	
5.69292e+06	6.11051e+06	
5.69292e+06	6.19699e+06	
5.69292e+06	6.19446e+06	
5.69292e+06	6.18763e+06	
5.69292e+06	6.10865e+06	
5.69292e+06	6.22216e+06	
5.69292e+06	6.05239e+06	
5.69292e+06	6.12248e+06	
5.69292e+06	6.07541e+06	
5.69292e+06	6.11491e+06	
5.69292e+06	6.20464e+06	
5.69292e+06	6.17995e+06	
5.69292e+06	6.03352e+06	
5.69292e+06	6.06822e+06	
5.69292e+06	6.22025e+06	
5.69292e+06	6.03744e+06	
5.69292e+06	6.06968e+06	
5.69292e+06	6.13496e+06	
5.69292e+06	6.08597e+06	
5.69292e+06	6.09605e+06	
5.69292e+06	6.09126e+06	
5.69292e+06	6.12275e+06	
5.69292e+06	6.12804e+06	
5.69292e+06	6.09153e+06	
5.69292e+06	6.07896e+06	
5.69292e+06	6.06093e+06	
5.69292e+06	6.02935e+06	
5.69292e+06	6.09942e+06	
5.69292e+06	6.13059e+06	
5.69292e+06	6.19588e+06	
5.69292e+06	6.05877e+06	
5.69292e+06	6.08242e+06	
5.69292e+06	6.04748e+06	
5.69292e+06	6.09119e+06	
5.69292e+06	6.14318e+06	
5.69292e+06	6.10192e+06	
5.69292e+06	6.07373e+06	
5.69292e+06	6.12358e+06	
5.69292e+06	6.04114e+06	
5.69292e+06	6.02312e+06	
5.69292e+06	6.07667e+06	
5.69292e+06	6.11638e+06	
5.69292e+06	6.11353e+06	
5.69292e+06	6.07461e+06	
5.69292e+06	6.23524e+06	
5.69292e+06	6.0239e+06	
5.69292e+06	5.9739e+06	
5.69292e+06	6.13851e+06	
5.69292e+06	6.10256e+06	
5.69292e+06	5.92735e+06	
5.69292e+06	6.13208e+06	
5.69292e+06	6.15872e+06	
5.69292e+06	6.0986e+06	
5.69292e+06	6.00018e+06	
5.69292e+06	6.20579e+06	
5.69292e+06	6.06314e+06	
5.69292e+06	5.98988e+06	
5.69292e+06	5.98417e+06	
5.69292e+06	6.13168e+06	
5.69292e+06	6.02316e+06	
5.69292e+06	6.1203e+06	
5.69292e+06	6.1426e+06	
5.69292e+06	6.11407e+06	
5.69292e+06	6.07133e+06	
5.69292e+06	6.07006e+06	
5.69292e+06	6.06764e+06	
5.69292e+06	6.20542e+06	
5.69292e+06	6.21184e+06	
5.69292e+06	6.13261e+06	
5.69292e+06	6.03203e+06	
5.69292e+06	6.07756e+06	
5.69292e+06	6.07611e+06	
5.69292e+06	5.99863e+06	
5.69292e+06	6.11423e+06	
5.69292e+06	6.08099e+06	
5.69292e+06	6.12966e+06	
5.69292e+06	6.08029e+06	
5.69292e+06	5.98567e+06	
5.69292e+06	6.14029e+06	
5.69292e+06	6.06337e+06	
5.69292e+06	6.09998e+06	
5.69292e+06	6.04224e+06	
5.69292e+06	5.97513e+06	
5.69292e+06	6.14818e+06	
5.69292e+06	6.17093e+06	
5.69292e+06	5.98868e+06	
5.69292e+06	6.1113e+06	
5.69292e+06	6.0767e+06	
5.69292e+06	6.09794e+06	
5.69292e+06	6.04784e+06	
5.69292e+06	6.05331e+06	
5.69292e+06	6.15401e+06	
5.69292e+06	5.93792e+06	
5.69292e+06	6.09555e+06	
5.69292e+06	6.17235e+06	
5.69292e+06	6.11628e+06	
5.69292e+06	6.16761e+06	
5.69292e+06	6.04751e+06	
5.69292e+06	6.16751e+06	
5.69292e+06	6.14627e+06	
5.69292e+06	6.00498e+06	
5.69292e+06	5.95222e+06	
5.69292e+06	6.10931e+06	
5.69292e+06	6.19434e+06	
5.69292e+06	6.17723e+06	
5.69292e+06	6.21142e+06	
5.69292e+06	6.08088e+06	
5.69292e+06	6.06629e+06	
5.69292e+06	6.053e+06	
5.69292e+06	6.04118e+06	
5.69292e+06	6.16262e+06	
5.69292e+06	6.05294e+06	
5.69292e+06	6.11162e+06	
5.69292e+06	6.09431e+06	
5.69292e+06	6.08294e+06	
5.69292e+06	6.08083e+06	
5.69292e+06	6.16516e+06	
5.69292e+06	6.11722e+06	
5.69292e+06	6.09949e+06	
5.69292e+06	6.05638e+06	
5.69292e+06	6.0764e+06	
5.69292e+06	6.15454e+06	
5.69292e+06	6.09841e+06	
5.69292e+06	6.01764e+06	
5.69292e+06	6.08602e+06	
5.69292e+06	6.13109e+06	
5.69292e+06	6.16705e+06	
5.69292e+06	6.21415e+06	
5.69292e+06	6.11897e+06	
5.69292e+06	6.07604e+06	
5.69292e+06	6.24827e+06	
5.69292e+06	5.9726e+06	
5.69292e+06	6.13405e+06	
5.69292e+06	6.05934e+06	
5.69292e+06	6.09937e+06	
5.69292e+06	6.18514e+06	
5.69292e+06	6.13206e+06	
5.69292e+06	6.17706e+06	
5.69292e+06	6.07994e+06	
5.69292e+06	6.14767e+06	
5.69292e+06	6.18328e+06	
5.69292e+06	6.10838e+06	
5.69292e+06	6.08469e+06	
5.69292e+06	5.99664e+06	
5.69292e+06	6.12648e+06	
5.69292e+06	6.04752e+06	
5.69292e+06	6.15529e+06	
5.69292e+06	6.10482e+06	
5.69292e+06	6.0609e+06	
5.69292e+06	6.06888e+06	
5.69292e+06	6.06147e+06	
5.69292e+06	6.0247e+06	
5.69292e+06	6.09383e+06	
5.69292e+06	6.09426e+06	
5.69292e+06	6.1014e+06	
5.69292e+06	6.10712e+06	
5.69292e+06	6.15926e+06	
5.69292e+06	6.06474e+06	
5.69292e+06	6.09218e+06	
5.69292e+06	6.11419e+06	
5.69292e+06	5.96915e+06	
5.69292e+06	6.18095e+06	
5.69292e+06	6.22169e+06	
5.69292e+06	6.05624e+06	
5.69292e+06	6.14318e+06	
5.69292e+06	6.07906e+06	
5.69292e+06	6.1643e+06	
5.69292e+06	6.07747e+06	
5.69292e+06	6.02098e+06	
5.69292e+06	6.06338e+06	
5.69292e+06	6.1895e+06	
5.69292e+06	5.93433e+06	
5.69292e+06	6.11817e+06	
5.69292e+06	6.08248e+06	
5.69292e+06	6.11912e+06	
5.69292e+06	6.04832e+06	
5.69292e+06	6.05645e+06	
5.69292e+06	6.16229e+06	
5.69292e+06	6.01e+06	
5.69292e+06	6.20717e+06	
5.69292e+06	6.10274e+06	
5.69292e+06	6.11583e+06	
5.69246e+06	6.08671e+06	
5.69246e+06	5.96882e+06	
5.69246e+06	6.07686e+06	
5.69246e+06	6.11109e+06	
5.69246e+06	6.07706e+06	
5.69246e+06	6.06338e+06	
5.69246e+06	6.10701e+06	
5.69246e+06	6.1535e+06	
5.69246e+06	6.07043e+06	
5.69246e+06	6.12758e+06	
5.69246e+06	6.08133e+06	
5.69246e+06	6.13288e+06	
5.69246e+06	6.15767e+06	
5.69246e+06	6.35418e+06	
5.69246e+06	6.09448e+06	
5.69246e+06	6.03348e+06	
5.69246e+06	6.01518e+06	
5.69246e+06	6.05921e+06	
5.69246e+06	6.11387e+06	
5.69246e+06	5.99967e+06	
5.69246e+06	6.1136e+06	
5.69246e+06	6.03021e+06	
5.69246e+06	5.93353e+06	
5.69246e+06	6.0908e+06	
5.69246e+06	6.19465e+06	
5.69246e+06	6.30977e+06	
5.69246e+06	6.01771e+06	
5.69246e+06	6.16162e+06	
5.69246e+06	6.10928e+06	
5.69246e+06	6.09749e+06	
5.69246e+06	6.10535e+06	
5.69246e+06	6.07466e+06	
5.69246e+06	6.10772e+06	
5.69246e+06	6.12203e+06	
5.69246e+06	6.06469e+06	
5.69246e+06	6.10883e+06	
5.69246e+06	6.17923e+06	
5.69246e+06	6.04035e+06	
5.69246e+06	6.03493e+06	
5.69246e+06	6.12839e+06	
5.69246e+06	6.0365e+06	
5.69246e+06	6.11281e+06	
5.69246e+06	5.92953e+06	
5.69246e+06	6.02826e+06	
5.69246e+06	6.09898e+06	
5.69246e+06	6.07337e+06	
5.69246e+06	6.02297e+06	
5.69246e+06	6.14583e+06	
5.69246e+06	6.07754e+06	
5.69246e+06	6.15735e+06	
5.69246e+06	6.2211e+06	
5.69246e+06	6.14903e+06	
5.69246e+06	6.13447e+06	
5.69246e+06	6.08704e+06	
5.69246e+06	6.17534e+06	
5.69246e+06	6.24173e+06	
5.69246e+06	6.08855e+06	
5.69246e+06	6.0435e+06	
5.69246e+06	6.00421e+06	
5.69246e+06	6.08513e+06	
5.69246e+06	6.07709e+06	
5.69246e+06	6.03731e+06	
5.69246e+06	6.00132e+06	
5.69246e+06	6.18301e+06	
5.69246e+06	6.17783e+06	
5.69246e+06	6.13871e+06	
5.69246e+06	5.97585e+06	
5.69246e+06	6.20493e+06	
