instancia16.txt_5_currentSA	instancia16.txt_5_bestSA	instancia16.txt_5_currentTS	instancia16.txt_5_bestTS	instancia16.txt_5_currentGrasp	instancia16.txt_5_bestGrasp	instancia16.txt_5_currentIG	instancia16.txt_5_bestIG	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
101.4	77.2	68.6	68.6	68.2	68.2	0	0	
107.6	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
119	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
104.2	77.2	68.6	68.6	68.2	68.2	0	0	
98.2	77.2	68.6	68.6	68.2	68.2	0	0	
94	77.2	68.6	68.6	68.2	68.2	0	0	
94	77.2	68.6	68.6	68.2	68.2	0	0	
94	77.2	68.6	68.6	68.2	68.2	0	0	
96	77.2	68.6	68.6	68.2	68.2	0	0	
108.4	77.2	68.6	68.6	68.2	68.2	0	0	
104.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
110	77.2	68.6	68.6	68.2	68.2	0	0	
122	77.2	68.6	68.6	68.2	68.2	0	0	
126	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
106.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
114.2	77.2	68.6	68.6	68.2	68.2	0	0	
114.2	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
114.4	77.2	68.6	68.6	68.2	68.2	0	0	
114	77.2	68.6	68.6	68.2	68.2	0	0	
121.6	77.2	68.6	68.6	68.2	68.2	0	0	
119.6	77.2	68.6	68.6	68.2	68.2	0	0	
123.8	77.2	68.6	68.6	68.2	68.2	0	0	
123.8	77.2	68.6	68.6	68.2	68.2	0	0	
121.6	77.2	68.6	68.6	68.2	68.2	0	0	
121.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
110.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
102.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.4	77.2	68.6	68.6	68.2	68.2	0	0	
113.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.8	77.2	68.6	68.6	68.2	68.2	0	0	
112.8	77.2	68.6	68.6	68.2	68.2	0	0	
112.8	77.2	68.6	68.6	68.2	68.2	0	0	
120.8	77.2	68.6	68.6	68.2	68.2	0	0	
120.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.6	77.2	68.6	68.6	68.2	68.2	0	0	
114.2	77.2	68.6	68.6	68.2	68.2	0	0	
114.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.4	77.2	68.6	68.6	68.2	68.2	0	0	
120.8	77.2	68.6	68.6	68.2	68.2	0	0	
123	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
100.8	77.2	68.6	68.6	68.2	68.2	0	0	
100.8	77.2	68.6	68.6	68.2	68.2	0	0	
100.8	77.2	68.6	68.6	68.2	68.2	0	0	
96.8	77.2	68.6	68.6	68.2	68.2	0	0	
96.8	77.2	68.6	68.6	68.2	68.2	0	0	
92.6	77.2	68.6	68.6	68.2	68.2	0	0	
100.6	77.2	68.6	68.6	68.2	68.2	0	0	
82.2	77.2	68.6	68.6	68.2	68.2	0	0	
82.2	77.2	68.6	68.6	68.2	68.2	0	0	
90.2	77.2	68.6	68.6	68.2	68.2	0	0	
86.2	77.2	68.6	68.6	68.2	68.2	0	0	
98.4	77.2	68.6	68.6	68.2	68.2	0	0	
98.4	77.2	68.6	68.6	68.2	68.2	0	0	
98.4	77.2	68.6	68.6	68.2	68.2	0	0	
96.4	77.2	68.6	68.6	68.2	68.2	0	0	
100.8	77.2	68.6	68.6	68.2	68.2	0	0	
108.8	77.2	68.6	68.6	68.2	68.2	0	0	
108.8	77.2	68.6	68.6	68.2	68.2	0	0	
104.4	77.2	68.6	68.6	68.2	68.2	0	0	
100.2	77.2	68.6	68.6	68.2	68.2	0	0	
100.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
102.2	77.2	68.6	68.6	68.2	68.2	0	0	
102.2	77.2	68.6	68.6	68.2	68.2	0	0	
102.2	77.2	68.6	68.6	68.2	68.2	0	0	
90	77.2	68.6	68.6	68.2	68.2	0	0	
104.2	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
122.8	77.2	68.6	68.6	68.2	68.2	0	0	
122.8	77.2	68.6	68.6	68.2	68.2	0	0	
125.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
101.6	77.2	68.6	68.6	68.2	68.2	0	0	
101.2	77.2	68.6	68.6	68.2	68.2	0	0	
103	77.2	68.6	68.6	68.2	68.2	0	0	
103.6	77.2	68.6	68.6	68.2	68.2	0	0	
107.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
105	77.2	68.6	68.6	68.2	68.2	0	0	
105	77.2	68.6	68.6	68.2	68.2	0	0	
105	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
110.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
121.4	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
108.6	77.2	68.6	68.6	68.2	68.2	0	0	
108.6	77.2	68.6	68.6	68.2	68.2	0	0	
108.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
119.4	77.2	68.6	68.6	68.2	68.2	0	0	
119.4	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.4	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
112.6	77.2	68.6	68.6	68.2	68.2	0	0	
117	77.2	68.6	68.6	68.2	68.2	0	0	
123	77.2	68.6	68.6	68.2	68.2	0	0	
123	77.2	68.6	68.6	68.2	68.2	0	0	
119	77.2	68.6	68.6	68.2	68.2	0	0	
123	77.2	68.6	68.6	68.2	68.2	0	0	
123	77.2	68.6	68.6	68.2	68.2	0	0	
118.6	77.2	68.6	68.6	68.2	68.2	0	0	
118.6	77.2	68.6	68.6	68.2	68.2	0	0	
118.6	77.2	68.6	68.6	68.2	68.2	0	0	
123.4	77.2	68.6	68.6	68.2	68.2	0	0	
119	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
104.2	77.2	68.6	68.6	68.2	68.2	0	0	
100	77.2	68.6	68.6	68.2	68.2	0	0	
100	77.2	68.6	68.6	68.2	68.2	0	0	
100	77.2	68.6	68.6	68.2	68.2	0	0	
104	77.2	68.6	68.6	68.2	68.2	0	0	
104	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
103.8	77.2	68.6	68.6	68.2	68.2	0	0	
99.8	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.6	77.2	68.6	68.6	68.2	68.2	0	0	
110.2	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
108.8	77.2	68.6	68.6	68.2	68.2	0	0	
99	77.2	68.6	68.6	68.2	68.2	0	0	
98.8	77.2	68.6	68.6	68.2	68.2	0	0	
98.8	77.2	68.6	68.6	68.2	68.2	0	0	
98.8	77.2	68.6	68.6	68.2	68.2	0	0	
99.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
112.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.8	77.2	68.6	68.6	68.2	68.2	0	0	
112	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
119.8	77.2	68.6	68.6	68.2	68.2	0	0	
107.8	77.2	68.6	68.6	68.2	68.2	0	0	
107.8	77.2	68.6	68.6	68.2	68.2	0	0	
107.8	77.2	68.6	68.6	68.2	68.2	0	0	
120.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
122.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
119	77.2	68.6	68.6	68.2	68.2	0	0	
107	77.2	68.6	68.6	68.2	68.2	0	0	
102.2	77.2	68.6	68.6	68.2	68.2	0	0	
102.2	77.2	68.6	68.6	68.2	68.2	0	0	
100.2	77.2	68.6	68.6	68.2	68.2	0	0	
100.2	77.2	68.6	68.6	68.2	68.2	0	0	
100.2	77.2	68.6	68.6	68.2	68.2	0	0	
93.2	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
115	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
111	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.4	77.2	68.6	68.6	68.2	68.2	0	0	
111.4	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
122.2	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
126	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.6	77.2	68.6	68.6	68.2	68.2	0	0	
118	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
112	77.2	68.6	68.6	68.2	68.2	0	0	
112	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.8	77.2	68.6	68.6	68.2	68.2	0	0	
106.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
111.8	77.2	68.6	68.6	68.2	68.2	0	0	
119.8	77.2	68.6	68.6	68.2	68.2	0	0	
109.8	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
106.2	77.2	68.6	68.6	68.2	68.2	0	0	
110.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.8	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
115	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.6	77.2	68.6	68.6	68.2	68.2	0	0	
107.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
115.8	77.2	68.6	68.6	68.2	68.2	0	0	
121.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
105.6	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
107.2	77.2	68.6	68.6	68.2	68.2	0	0	
103.2	77.2	68.6	68.6	68.2	68.2	0	0	
103.2	77.2	68.6	68.6	68.2	68.2	0	0	
103.2	77.2	68.6	68.6	68.2	68.2	0	0	
103.2	77.2	68.6	68.6	68.2	68.2	0	0	
105.2	77.2	68.6	68.6	68.2	68.2	0	0	
105.2	77.2	68.6	68.6	68.2	68.2	0	0	
105.2	77.2	68.6	68.6	68.2	68.2	0	0	
101	77.2	68.6	68.6	68.2	68.2	0	0	
103	77.2	68.6	68.6	68.2	68.2	0	0	
107	77.2	68.6	68.6	68.2	68.2	0	0	
99	77.2	68.6	68.6	68.2	68.2	0	0	
103	77.2	68.6	68.6	68.2	68.2	0	0	
98	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
102.8	77.2	68.6	68.6	68.2	68.2	0	0	
98.6	77.2	68.6	68.6	68.2	68.2	0	0	
98.6	77.2	68.6	68.6	68.2	68.2	0	0	
94.6	77.2	68.6	68.6	68.2	68.2	0	0	
88.6	77.2	68.6	68.6	68.2	68.2	0	0	
88.6	77.2	68.6	68.6	68.2	68.2	0	0	
91	77.2	68.6	68.6	68.2	68.2	0	0	
91	77.2	68.6	68.6	68.2	68.2	0	0	
101	77.2	68.6	68.6	68.2	68.2	0	0	
95	77.2	68.6	68.6	68.2	68.2	0	0	
101	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
105	77.2	68.6	68.6	68.2	68.2	0	0	
107	77.2	68.6	68.6	68.2	68.2	0	0	
101	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
119.6	77.2	68.6	68.6	68.2	68.2	0	0	
113.6	77.2	68.6	68.6	68.2	68.2	0	0	
113.6	77.2	68.6	68.6	68.2	68.2	0	0	
113.4	77.2	68.6	68.6	68.2	68.2	0	0	
113.4	77.2	68.6	68.6	68.2	68.2	0	0	
113.6	77.2	68.6	68.6	68.2	68.2	0	0	
113.6	77.2	68.6	68.6	68.2	68.2	0	0	
109.6	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
109.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
112.8	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
115.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.2	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
119.4	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
123.2	77.2	68.6	68.6	68.2	68.2	0	0	
123.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
124.8	77.2	68.6	68.6	68.2	68.2	0	0	
124.8	77.2	68.6	68.6	68.2	68.2	0	0	
124.8	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
117.4	77.2	68.6	68.6	68.2	68.2	0	0	
127.4	77.2	68.6	68.6	68.2	68.2	0	0	
122.8	77.2	68.6	68.6	68.2	68.2	0	0	
124.8	77.2	68.6	68.6	68.2	68.2	0	0	
125.2	77.2	68.6	68.6	68.2	68.2	0	0	
112.8	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.2	77.2	68.6	68.6	68.2	68.2	0	0	
123.8	77.2	68.6	68.6	68.2	68.2	0	0	
114.6	77.2	68.6	68.6	68.2	68.2	0	0	
110.6	77.2	68.6	68.6	68.2	68.2	0	0	
112.6	77.2	68.6	68.6	68.2	68.2	0	0	
100.6	77.2	68.6	68.6	68.2	68.2	0	0	
100.6	77.2	68.6	68.6	68.2	68.2	0	0	
102.4	77.2	68.6	68.6	68.2	68.2	0	0	
92.2	77.2	68.6	68.6	68.2	68.2	0	0	
102.4	77.2	68.6	68.6	68.2	68.2	0	0	
106.4	77.2	68.6	68.6	68.2	68.2	0	0	
109	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
112.4	77.2	68.6	68.6	68.2	68.2	0	0	
115.6	77.2	68.6	68.6	68.2	68.2	0	0	
104.4	77.2	68.6	68.6	68.2	68.2	0	0	
104.6	77.2	68.6	68.6	68.2	68.2	0	0	
102.8	77.2	68.6	68.6	68.2	68.2	0	0	
108.8	77.2	68.6	68.6	68.2	68.2	0	0	
104.8	77.2	68.6	68.6	68.2	68.2	0	0	
104.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
116.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
122.6	77.2	68.6	68.6	68.2	68.2	0	0	
122.6	77.2	68.6	68.6	68.2	68.2	0	0	
127.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
121.2	77.2	68.6	68.6	68.2	68.2	0	0	
116.8	77.2	68.6	68.6	68.2	68.2	0	0	
110.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.8	77.2	68.6	68.6	68.2	68.2	0	0	
118.6	77.2	68.6	68.6	68.2	68.2	0	0	
118.6	77.2	68.6	68.6	68.2	68.2	0	0	
120.6	77.2	68.6	68.6	68.2	68.2	0	0	
129.6	77.2	68.6	68.6	68.2	68.2	0	0	
129.6	77.2	68.6	68.6	68.2	68.2	0	0	
125.6	77.2	68.6	68.6	68.2	68.2	0	0	
125.6	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
121.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
117.6	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
121.6	77.2	68.6	68.6	68.2	68.2	0	0	
111.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.4	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
118.2	77.2	68.6	68.6	68.2	68.2	0	0	
117.8	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
119.6	77.2	68.6	68.6	68.2	68.2	0	0	
126	77.2	68.6	68.6	68.2	68.2	0	0	
128	77.2	68.6	68.6	68.2	68.2	0	0	
120.2	77.2	68.6	68.6	68.2	68.2	0	0	
122.2	77.2	68.6	68.6	68.2	68.2	0	0	
122.2	77.2	68.6	68.6	68.2	68.2	0	0	
104.8	77.2	68.6	68.6	68.2	68.2	0	0	
92.8	77.2	68.6	68.6	68.2	68.2	0	0	
92.4	77.2	68.6	68.6	68.2	68.2	0	0	
96.2	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
115	77.2	68.6	68.6	68.2	68.2	0	0	
121	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
113.2	77.2	68.6	68.6	68.2	68.2	0	0	
112.6	77.2	68.6	68.6	68.2	68.2	0	0	
