instancia16.txt_5_currentSA	instancia16.txt_5_bestSA	instancia16.txt_5_currentTS	instancia16.txt_5_bestTS	instancia16.txt_5_currentGrasp	instancia16.txt_5_bestGrasp	instancia16.txt_5_currentIG	instancia16.txt_5_bestIG	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
94.6	71.4	68.6	68.6	68.2	68.2	0	0	
90.6	71.4	68.6	68.6	68.2	68.2	0	0	
95	71.4	68.6	68.6	68.2	68.2	0	0	
95	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
102.6	71.4	68.6	68.6	68.2	68.2	0	0	
98.4	71.4	68.6	68.6	68.2	68.2	0	0	
96	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
90.4	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
92.4	71.4	68.6	68.6	68.2	68.2	0	0	
92.4	71.4	68.6	68.6	68.2	68.2	0	0	
92.4	71.4	68.6	68.6	68.2	68.2	0	0	
92.4	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
92	71.4	68.6	68.6	68.2	68.2	0	0	
92	71.4	68.6	68.6	68.2	68.2	0	0	
92	71.4	68.6	68.6	68.2	68.2	0	0	
92	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
80.2	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
72	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
90	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
88	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
88.2	71.4	68.6	68.6	68.2	68.2	0	0	
88.2	71.4	68.6	68.6	68.2	68.2	0	0	
90.2	71.4	68.6	68.6	68.2	68.2	0	0	
90.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
76	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
78	71.4	68.6	68.6	68.2	68.2	0	0	
74	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
82	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
86	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
84	71.4	68.6	68.6	68.2	68.2	0	0	
92.4	71.4	68.6	68.6	68.2	68.2	0	0	
92.8	71.4	68.6	68.6	68.2	68.2	0	0	
92.8	71.4	68.6	68.6	68.2	68.2	0	0	
88.4	71.4	68.6	68.6	68.2	68.2	0	0	
88.4	71.4	68.6	68.6	68.2	68.2	0	0	
78.4	71.4	68.6	68.6	68.2	68.2	0	0	
78.4	71.4	68.6	68.6	68.2	68.2	0	0	
89	71.4	68.6	68.6	68.2	68.2	0	0	
89	71.4	68.6	68.6	68.2	68.2	0	0	
89	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
89.2	71.4	68.6	68.6	68.2	68.2	0	0	
89.2	71.4	68.6	68.6	68.2	68.2	0	0	
89.2	71.4	68.6	68.6	68.2	68.2	0	0	
91.6	71.4	68.6	68.6	68.2	68.2	0	0	
91.6	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.4	71.4	68.6	68.6	68.2	68.2	0	0	
87.2	71.4	68.6	68.6	68.2	68.2	0	0	
93.6	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
93	71.4	68.6	68.6	68.2	68.2	0	0	
97	71.4	68.6	68.6	68.2	68.2	0	0	
96.8	71.4	68.6	68.6	68.2	68.2	0	0	
96.8	71.4	68.6	68.6	68.2	68.2	0	0	
96.8	71.4	68.6	68.6	68.2	68.2	0	0	
94.8	71.4	68.6	68.6	68.2	68.2	0	0	
94.8	71.4	68.6	68.6	68.2	68.2	0	0	
94.8	71.4	68.6	68.6	68.2	68.2	0	0	
94.8	71.4	68.6	68.6	68.2	68.2	0	0	
94.8	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
96.6	71.4	68.6	68.6	68.2	68.2	0	0	
88.8	71.4	68.6	68.6	68.2	68.2	0	0	
89.4	71.4	68.6	68.6	68.2	68.2	0	0	
89.4	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
98.2	71.4	68.6	68.6	68.2	68.2	0	0	
98.2	71.4	68.6	68.6	68.2	68.2	0	0	
98.2	71.4	68.6	68.6	68.2	68.2	0	0	
94.2	71.4	68.6	68.6	68.2	68.2	0	0	
94.2	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
94.4	71.4	68.6	68.6	68.2	68.2	0	0	
86.4	71.4	68.6	68.6	68.2	68.2	0	0	
86.4	71.4	68.6	68.6	68.2	68.2	0	0	
86.4	71.4	68.6	68.6	68.2	68.2	0	0	
84.2	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
82.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
80.4	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
86.2	71.4	68.6	68.6	68.2	68.2	0	0	
91	71.4	68.6	68.6	68.2	68.2	0	0	
91	71.4	68.6	68.6	68.2	68.2	0	0	
91	71.4	68.6	68.6	68.2	68.2	0	0	
91	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.6	71.4	68.6	68.6	68.2	68.2	0	0	
78.8	71.4	68.6	68.6	68.2	68.2	0	0	
78.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
80.8	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
82.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
84.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
76.6	71.4	68.6	68.6	68.2	68.2	0	0	
85.4	71.4	68.6	68.6	68.2	68.2	0	0	
85.4	71.4	68.6	68.6	68.2	68.2	0	0	
85.4	71.4	68.6	68.6	68.2	68.2	0	0	
85.4	71.4	68.6	68.6	68.2	68.2	0	0	
